compound_id,bertz_complexity,compound_name
C02798,201.0384684,3-Phosphonopyruvate
C00074,201.0384684,Phosphoenolpyruvate
C00618,201.1594481,3-Dehydro-L-gulonate
C01068,201.9083197,D-Ribitol 5-phosphate
C03771,202.2149912,5-Guanidino-2-oxopentanoate
C00180,203.4159526,Benzoate
C20378,203.5658201,Enoylpimeloyl-[acp] methyl ester
C17366,203.5830568,"(2S,5S)-trans-Carboxymethylproline"
C03586,203.7933559,"2-Oxo-2,3-dihydrofuran-5-acetate"
C05760,204.3988906,trans-Tetradec-2-enoyl-[acp]
C00191,205.1594481,D-Glucuronate
C00333,205.1594481,D-Galacturonate
C05756,207.1954412,3-Oxododecanoyl-[acp]
C00253,207.5576621,Nicotinate
C00337,208.5223074,(S)-Dihydroorotate
C16589,208.5799258,2-Oxosuberate
C15699,208.7792501,gamma-L-Glutamylputrecine
C03680,211.8729353,4-Imidazolone-5-propanoate
C00681,212.5380819,1-Acyl-sn-glycerol 3-phosphate
C03765,213.2041299,4-Hydroxyphenylacetaldehyde
C03232,213.7255759,3-Phosphonooxypyruvate
C03453,215.0125324,gamma-Oxalocrotonate
C11537,215.1474279,(2R)-3-Sulfolactate
C07086,215.9590175,Phenylacetic acid
C00905,217.0283069,D-Fructuronate
C00558,217.0283069,D-Tagaturonate
C17367,217.7255759,"(3S,5S)-Carbapenam-3-carboxylic acid"
C06202,217.9110651,Salicylaldehyde
C06730,218.1561776,4-Methylcatechol
C03393,220.1839164,4-Phospho-D-erythronate
C03033,220.2255594,beta-D-Glucuronoside
C11437,220.9227914,1-Deoxy-D-xylulose 5-phosphate
C19831,221.7255759,"(1R,6S)-6-Amino-5-oxocyclohex-2-ene-1-carboxylate"
C00493,221.8366251,Shikimate
C01112,223.7715285,D-Arabinose 5-phosphate
C04633,224.5224119,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]
C06055,224.5324319,O-Phospho-4-hydroxy-L-threonine
C06760,224.5950728,"2-Hydroxy-5-methyl-cis,cis-muconic semialdehyde"
C00624,224.9227914,N-Acetyl-L-glutamate
C03871,224.9227914,L-2-Amino-6-oxoheptanedioate
C02501,225.1271418,2-Hydroxymuconate
C16255,226.864569,[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine
C00158,227.3673222,Citrate
C03063,227.9512346,2-Oxohept-3-enedioate
C02220,228.7367823,2-Aminomuconate
C05763,228.7888228,trans-Hexadec-2-enoyl-[acp]
C20376,229.3811689,3-Ketopimeloyl-[acp] methyl ester
C15700,230.152234,gamma-Glutamyl-gamma-aminobutyraldehyde
C06321,230.5950728,"(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate"
C02934,231.2582159,3-Dehydrosphinganine
C00319,231.2582159,Sphingosine
C05759,231.8338812,3-Oxotetradecanoyl-[acp]
C19830,231.8401853,"(5S,6S)-6-Amino-5-hydroxycyclohexa-1,3-diene-1-carboxylate"
C00135,231.9852515,L-Histidine
C06419,231.9852515,D-Histidine
C00072,232.1928095,Ascorbate
C07478,232.9703007,"2-Hydroxy-5-methyl-cis,cis-muconate"
C00311,233.1372664,Isocitrate
C01101,233.8861379,L-Ribulose 5-phosphate
C00231,233.8861379,D-Xylulose 5-phosphate
C00199,233.8861379,D-Ribulose 5-phosphate
C03291,233.8861379,L-Xylulose 5-phosphate
C00645,235.171784,N-Acetyl-D-mannosamine
C02646,236.2445752,4-Coumaryl alcohol
C01279,236.4345799,4-Amino-5-hydroxymethyl-2-methylpyrimidine
C00422,237.2517868,Triacylglycerol
C00156,237.5330614,4-Hydroxybenzoate
C00620,237.8861379,alpha-D-Ribose 1-phosphate
C00117,237.8861379,D-Ribose 5-phosphate
C05600,238.1812904,"2-Hydroxyhepta-2,4-dienedioate"
C00785,238.2603118,Urocanate
C00864,238.6572029,Pantothenate
C07479,240.1812904,2-Oxo-5-methyl-cis-muconate
C01020,241.6747709,6-Hydroxynicotinate
C03090,242.2346535,5-Phosphoribosylamine
C01107,242.5645748,(R)-5-Phosphomevalonate
C01909,242.822,Dethiobiotin
C06658,243.4957784,Proclavaminic acid
C00745,245.275309,(S)-Nicotine
C03972,245.7909309,"2,3,4,5-Tetrahydrodipicolinate"
C00106,246.3619538,Uracil
C05662,246.4228653,Homoisocitrate
C20847,246.5645748,(R)-Mevalonate 3-phosphate
C03758,247.8474159,Dopamine
C05528,248.1664941,3-Sulfopyruvate
C00944,249.3673222,3-Dehydroquinate
C00417,250.7639251,cis-Aconitate
C01118,251.5164493,O-Succinyl-L-homoserine
C04582,251.8649648,S-Methyl-5-thio-D-ribulose 1-phosphate
C01187,252.4228653,3-Deoxy-D-manno-octulosonate
C06054,252.8696415,2-Oxo-3-hydroxy-4-phosphobutanoate
C15532,254.2713368,N-Acetyl-L-citrulline
C02637,254.5223502,3-Dehydroshikimate
C00805,254.7830614,Salicylate
C18911,254.9056346,(R)-4-Phosphopantoate
C04188,255.8649648,S-Methyl-5-thio-D-ribose 1-phosphate
C05762,256.8614272,3-Oxohexadecanoyl-[acp]
C07335,257.218157,2-Amino-3-oxo-4-phosphonooxybutyrate
C03082,257.218157,4-Phospho-L-aspartate
C00108,257.5379489,Anthranilate
C00079,258.4908623,L-Phenylalanine
C01251,258.7639251,"(R)-2-Hydroxybutane-1,2,4-tricarboxylate"
C15650,259.047344,"2,3-Diketo-5-methylthiopentyl-1-phosphate"
C05608,259.3961516,4-Hydroxycinnamyl aldehyde
C16597,259.7157996,(-)-threo-Iso(homo)2-citrate
C02305,260.5051135,Phosphocreatine
C00423,262.1510391,trans-Cinnamate
C01744,263.6070663,Phloretate
C04002,264.1563325,"(Z)-But-1-ene-1,2,4-tricarboxylate"
C03539,265.8706336,S-Ribosyl-L-homocysteine
C05379,266.1563325,Oxalosuccinate
C03415,266.6249596,N2-Succinyl-L-ornithine
C15767,266.6249596,gamma-Glutamyl-gamma-aminobutyraye
C16317,268.0407971,(+)-7-Isojasmonic acid
C06669,268.8592515,(5R)-Carbapen-2-em-3-carboxylate
C15651,269.4952945,2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate
C02657,271.1386867,6-Methylsalicylate
C03287,271.2537196,L-Glutamyl 5-phosphate
C20258,272.056467,"(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate"
C16583,272.1637501,(R)-(Homo)2-citrate
C16600,273.0310662,(-)-threo-Iso(homo)3-citrate
C03742,273.1386867,(S)-4-Hydroxymandelonitrile
C06019,273.1727756,D-arabino-Hex-3-ulose 6-phosphate
C04006,273.7237977,1D-myo-Inositol 3-phosphate
C00547,275.0055248,L-Noradrenaline
C00446,275.1727756,alpha-D-Galactose 1-phosphate
C00103,275.1727756,D-Glucose 1-phosphate
C00636,275.1727756,D-Mannose 1-phosphate
C15926,275.1727756,beta-L-Galactose 1-phosphate
C15975,275.3688315,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine
C01172,277.1727756,beta-D-Glucose 6-phosphate
C00092,277.1727756,D-Glucose 6-phosphate
C00668,277.1727756,alpha-D-Glucose 6-phosphate
C00275,277.1727756,D-Mannose 6-phosphate
C20581,277.5560916,cis-(Homo)2-aconitate
C00463,278.5454212,Indole
C04390,279.0729101,"N6-Acetyl-LL-2,6-diaminoheptanedioate"
C06337,279.3346747,Terephthalate
C06156,279.7021006,alpha-D-Glucosamine 1-phosphate
C06659,280.5148445,Dihydroclavaminic acid
C12323,280.8593764,L-4-Hydroxyphenylglycine
C00352,281.7021006,D-Glucosamine 6-phosphate
C12213,281.7021006,Kanosamine 6-phosphate
C06655,282.1694189,L-N2-(2-Carboxyethyl)arginine
C00669,283.6022352,gamma-L-Glutamyl-L-cysteine
C16598,285.5820883,(R)-(Homo)3-citrate
C05932,287.7237977,N-Succinyl-L-glutamate 5-semialdehyde
C12622,287.9898271,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol"
C00788,288.1883451,L-Adrenaline
C00085,289.7237977,D-Fructose 6-phosphate
C12126,289.7854654,Dihydroceramide
C00166,289.9017745,Phenylpyruvate
C20582,290.9776947,cis-(Homo)3-aconitate
C00129,292.4552797,Isopentenyl diphosphate
C00628,292.4920898,"2,5-Dihydroxybenzoate"
C00230,292.4920898,"3,4-Dihydroxybenzoate"
C00082,294.2330533,L-Tyrosine
C00632,295.7372023,3-Hydroxyanthranilate
C12115,295.7372023,3-Amino-4-hydroxybenzoate
C00120,297.7887293,Biotin
C00811,298.0546159,4-Coumarate
C00345,299.1712481,6-Phospho-D-gluconate
C00235,299.2020152,Dimethylallyl diphosphate
C06427,300.5400831,"(9Z,12Z,15Z)-Octadecatrienoic acid"
C00416,300.8037953,Phosphatidate
C03722,300.9331902,Quinolinate
C01036,300.9533651,4-Maleylacetoacetate
C01061,300.9533651,4-Fumarylacetoacetate
C04409,302.0047627,2-Amino-3-carboxymuconate semialdehyde
C00590,305.0382098,Coniferyl alcohol
C06656,305.1292232,Deoxyguanidinoproclavaminic acid
C04783,305.7406671,"cis-4,5-Dihydroxycyclohexa-1(6),2-diene-1,2-dicarboxylate"
C01161,305.926212,"3,4-Dihydroxyphenylacetate"
C00544,305.926212,Homogentisate
C01286,307.1210712,2-Dehydro-3-deoxy-6-phospho-D-galactonate
C04442,307.1210712,2-Dehydro-3-deoxy-6-phospho-D-gluconate
C01100,308.8863352,L-Histidinol phosphate
C03004,309.0929223,N-Hydroxy-L-tyrosine
C00178,309.2243005,Thymine
C00236,310.6291905,3-Phospho-D-glyceroyl phosphate
C20668,311.1210712,3-Dehydro-D-glucose 6-phosphate
C05539,311.1210712,N-Acetyl-L-2-amino-6-oxopimelate
C01236,311.1210712,"D-Glucono-1,5-lactone 6-phosphate"
C04642,311.7931939,2-Hydroxy-5-carboxymethylmuconate semialdehyde
C05382,313.3480559,Sedoheptulose 7-phosphate
C12621,315.3046159,trans-3-Hydroxycinnamate
C11811,316.9937185,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate
C07838,317.3480559,D-glycero-D-manno-Heptose 1-phosphate
C07836,317.3480559,D-glycero-D-manno-Heptose 7-phosphate
C10447,319.3907823,"3,4-Dihydroxyphenylpropanoate"
C04327,320.1890827,4-Methyl-5-(2-phosphooxyethyl)thiazole
C00449,320.3072712,"N6-(L-1,3-Dicarboxypropyl)-L-lysine"
C01841,322.9300119,Pentalenene
C00195,323.733761,N-Acylsphingosine
C06660,325.3029689,Clavaminic acid
C05931,325.3060588,N-Succinyl-L-glutamate
C01179,325.9728677,3-(4-Hydroxyphenyl)pyruvate
C04052,327.8818864,5-Carboxy-2-oxohept-3-enedioate
C16254,328.5791831,[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine
C02666,328.941785,Coniferyl aldehyde
C02325,332.6007086,Sinapyl alcohol
C06657,332.9575433,Guanidinoproclavaminic acid
C14899,333.6878242,3-Dehydro-L-gulonate 6-phosphate
C05385,337.6878242,D-Glucuronate 1-phosphate
C18314,339.7406671,"Phthalate 3,4-cis-dihydrodiol"
C06318,341.7406671,"(3S,4R)-3,4-Dihydroxycyclohexa-1,5-diene-1,4-dicarboxylate"
C01267,343.113654,3-(Imidazol-4-yl)-2-oxopropyl phosphate
C01083,344.0184384,Trehalose
C09816,344.8653711,Benzylsuccinate
C04785,344.9963188,13(S)-HPOT
C00826,346.2208898,L-Arogenate
C03838,346.3371774,5'-Phosphoribosylglycinamide
C04780,346.3726016,OPC-8:0
C04691,348.1353578,2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate
C04186,350.0016857,5-Carboxymethyl-2-hydroxymuconate
C11536,350.2533565,(2R)-O-Phospho-3-sulfolactate
C00355,350.6652328,"3,4-Dihydroxy-L-phenylalanine"
C03114,351.3621052,Dimethylbenzimidazole
C20644,352.8253138,"2-Amino-4,5-dihydroxy-6-oxo-7-(phosphooxy)heptanoate"
C00350,353.9891502,Phosphatidylethanolamine
C12623,354.6323762,"trans-2,3-Dihydroxycinnamate"
C11453,355.8085077,"2-C-Methyl-D-erythritol 2,4-cyclodiphosphate"
C17758,357.0107112,"4,5-seco-Dopa"
C05610,357.1694658,Sinapoyl aldehyde
C03175,357.3983267,Shikimate 3-phosphate
C03296,357.8291745,N2-Succinyl-L-arginine
C00295,359.7091581,Orotate
C12624,360.798859,2-Hydroxy-6-ketononatrienedioate
C04133,360.885195,N-Acetyl-L-glutamate 5-phosphate
C19939,365.6312412,Pentalen-13-al
C01182,367.6298619,"D-Ribulose 1,5-bisphosphate"
C16186,368.1955001,L-Ascorbate 6-phosphate
C01241,368.3860351,Phosphatidyl-N-methylethanolamine
C12204,368.6299022,5-Hydroxyconiferaldehyde
C08538,368.6989936,Betalamic acid
C03233,369.5376857,"4,5-Dihydroxyphthalate"
C05604,371.0435821,"2-Carboxy-2,3-dihydro-5,6-dihydroxyindole"
C00357,371.2311089,N-Acetyl-D-glucosamine 6-phosphate
C04501,371.2311089,N-Acetyl-alpha-D-glucosamine 1-phosphate
C01151,371.6298619,"D-Ribose 1,5-bisphosphate"
C06124,372.4779254,Sphingosine 1-phosphate
C11821,372.730676,5-Hydroxyisourate
C00398,375.9739569,Tryptamine
C03492,376.4158978,D-4'-Phosphopantothenate
C04556,377.3394081,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine
C00254,378.1134351,Prephenate
C04672,379.9246774,"12,13(S)-EOT"
C20848,381.8291431,"(R)-Mevalonate 3,5-bisphosphate"
